Crime_ID	Crime_Type	Crime_Severity	Datetime	Address	Neighborhood	City	State	Postal_Code	Latitude	Longitude	Police_Beat	Victim_Age	Victim_Gender	Ethnicity	Offender_Age	Offender_Gender	Ethnicity	Relationship	Weapon_Used	Location_Type	Reported_To_Police	Case_Status	Arrest_Made	Domestic_Case	Gang_Related
132	Embezzlement	low	03.01.2024 14:23	329 Chestnut Blvd	Old Town	River City	OH	43009	39.9805	-82.9820	79				33	Male	Black	Acquaintance	None	Home	Yes	Closed	No	Yes	No
133	Drug Possession	high	17.02.2024 9:12	330 Aspen Ln	Midtown	River City	OH	43010	39.9830	-82.9800	80	25	Female	White	27	Male	White	Domestic Partner	Blunt Object	Business	Yes	Arrested	Yes	No	Yes
134	Drug Trafficking	medium	25.03.2024 22:45	331 Maple St	Central	Liberty Hills	GA	30301	33.7490	-84.3880	81	36	Male	Asian	38	Male	Asian	Stranger	Knife	Park	No	Open	No	No	No
135	Domestic Violence	low	08.04.2024 6:58	332 Oak Ave	Riverside	Liberty Hills	GA	30302	33.7510	-84.3860	82	31	Female	Black	33	Male	Black	Stranger	None	Street	Yes	Closed	Yes	No	No
136	Sexual Assault	medium	19.05.2024 18:30	333 Pine Rd	Uptown	Liberty Hills	GA	30303	33.7530	-84.3840	83	27	Male	White	30	Male	White	Acquaintance	Gun	Home	Yes	Open	Yes	Yes	Yes
137	Rape	low	02.06.2024 11:15	334 Cedar Blvd	East End	Liberty Hills	GA	30304	33.7550	-84.3820	84				26	Female	Hispanic	Domestic Partner	None	Business	Yes	Arrested	Yes	Yes	No
138	Human Trafficking	medium	14.07.2024 23:50	335 Birch Ln	West Side	Liberty Hills	GA	30305	33.7570	-84.3800	85				45	Male	Black	Stranger	Blunt Object	Street	No	Open	Yes	No	No
139	Stalking	high	28.08.2024 7:40	336 Spruce St	Downtown	Liberty Hills	GA	30306	33.7590	-84.3780	86	29	Female	White	32	Male	White	Stranger	None	Park	Yes	Closed	No	No	Yes
140	Cybercrime	low	11.10.2024 16:05	337 Elm Ave	Harborview	Liberty Hills	GA	30307	33.7610	-84.3760	87	33	Male	Asian	36	Male	Asian	Acquaintance	Knife	Home	Yes	Arrested	Yes	No	No
141	Identity Theft	high	30.12.2024 20:22	338 Willow Rd	Greenfield	Liberty Hills	GA	30308	33.7630	-84.3740	88	28	Female	Black	31	Male	Black	Domestic Partner	Knife	Street	Yes	Open	No	Yes	Yes
142	Bribery	medium	12.01.2024 8:42	339 Chestnut Blvd	Old Town	Liberty Hills	GA	30309	33.7650	-84.3720	89	23	Male	White	26	Male	White	Stranger	None	Home	Yes	Closed	Yes	No	No
143	Extortion	low	03.03.2024 21:17	340 Aspen Ln	Midtown	Liberty Hills	GA	30310	33.7670	-84.3700	90				40	Male	Hispanic	Stranger	Gun	Business	Yes	Arrested	No	No	No
144	Public Intoxication	medium	27.05.2024 14:05	341 Maple St	Central	Capitol City	CO	80201	39.7392	-104.9903	91	30	Male	Black	33	Male	Black	Acquaintance	None	Park	No	Open	Yes	No	Yes
145	Disorderly Conduct	low	15.07.2024 2:33	342 Oak Ave	Riverside	Capitol City	CO	80202	39.7410	-104.9880	92	25	Female	White	28	Male	White	Domestic Partner	Blunt Object	Street	Yes	Closed	Yes	Yes	No
146	Trespassing	medium	09.09.2024 19:48	343 Pine Rd	Uptown	Capitol City	CO	80203	39.7430	-104.9860	93				39	Male	Asian	Stranger	None	Home	Yes	Open	Yes	Yes	No
147	Weapons Violation	high	21.10.2024 11:12	344 Cedar Blvd	East End	Capitol City	CO	80204	39.7450	-104.9840	94	32	Female	Black	34	Male	Black	Stranger	Knife	Business	Yes	Arrested	Yes	No	Yes
148	Hate Crime	low	30.06.2024 23:55	345 Birch Ln	West Side	Capitol City	CO	80205	39.7470	-104.9820	95	26	Male	White	29	Male	White	Acquaintance	Gun	Street	No	Open	No	No	No
149	Gang-Related Crime	high	08.04.2024 16:28	346 Spruce St	Downtown	Capitol City	CO	80206	39.7490	-104.9800	96	25	Female	White	27	Male	White	Stranger	None	Park	Yes	Closed	Yes	No	Yes
150	Traffic Violations	medium	17.11.2024 5:03	347 Elm Ave	Harborview	Capitol City	CO	80207	39.7510	-104.9780	97				27	Male	White	Stranger	Blunt Object	Home	Yes	Arrested	No	Yes	No
151	DUI / DWI	low	25.12.2024 13:47	348 Willow Rd	Greenfield	Capitol City	CO	80208	39.7530	-104.9760	98	34	Male	Black	31	Male	Black	Acquaintance	Knife	Street	Yes	Open	Yes	No	No
152	Animal Cruelty	medium	05.01.2024 14:23	349 Chestnut Blvd	Old Town	Capitol City	CO	80209	39.7550	-104.9740	99	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	None	Home	Yes	Closed	No	No	Yes
153	Illegal Gambling	low	17.02.2024 9:15	350 Aspen Ln	Midtown	Capitol City	CO	80210	39.7570	-104.9720	100				24	Female	White	Stranger	Gun	Business	Yes	Arrested	Yes	No	No
154	Counterfeiting	medium	23.03.2024 21:42	408 Willow Rd	Greenfield	Liberty Town	NY	10018	40.7450	-74.0050	108				22	Female	White	Acquaintance	None	Park	No	Open	Yes	Yes	No
155	Smuggling	high	01.04.2024 6:50	401 Maple St	Central	Liberty Town	NY	10011	40.7128	-74.0060	101	42	Male	Asian	40	Male	Asian	Stranger	Blunt Object	Street	Yes	Closed	Yes	Yes	Yes
156	Prostitution	low	15.05.2024 18:33	402 Oak Ave	Riverside	Liberty Town	NY	10012	40.7150	-74.0150	102				22	Male	Black	Stranger	None	Home	Yes	Open	Yes	No	No
157	Blackmail	high	28.05.2024 3:21	403 Pine Rd	Uptown	Liberty Town	NY	10013	40.7200	-74.0005	103				24	Male	Hispanic	Acquaintance	Knife	Business	Yes	Arrested	No	No	Yes
158	Kidnapping for Ransom	medium	11.06.2024 12:11	404 Cedar Blvd	East End	Liberty Town	NY	10014	40.7255	-74.0120	104				22	Female	White	Stranger	Gun	Street	No	Open	Yes	No	No
159	Cyberbullying	low	19.06.2024 23:08	405 Birch Ln	West Side	Liberty Town	NY	10015	40.7300	-74.0085	105	28	Female	White	35	Male	White	Stranger	None	Park	Yes	Closed	No	Yes	No
160	Child Abuse	medium	02.07.2024 7:44	406 Spruce St	Downtown	Liberty Town	NY	10016	40.7350	-74.0020	106	31	Male	Black	29	Male	Hispanic	Acquaintance	Blunt Object	Home	Yes	Arrested	Yes	No	Yes
161	Theft	low	30.07.2024 16:55	407 Elm Ave	Harborview	Liberty Town	NY	10017	40.7405	-74.0105	107	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Knife	Street	Yes	Open	No	No	No
162	Burglary	medium	08.08.2024 10:27	408 Willow Rd	Greenfield	Liberty Town	NY	10018	40.7450	-74.0050	108				29	Male	Asian	Stranger	None	Home	Yes	Closed	Yes	No	No
163	Robbery	high	21.08.2024 22:13	409 Chestnut Blvd	Old Town	Liberty Town	NY	10019	40.7500	-74.0075	109				23	Male	Black	Acquaintance	Gun	Business	Yes	Arrested	Yes	Yes	Yes
164	Assault	low	04.09.2024 5:37	410 Aspen Ln	Midtown	Liberty Town	NY	10020	40.7550	-74.0030	110				33	Female	Hispanic	Stranger	None	Park	No	Open	Yes	Yes	No
165	Aggravated Assault	high	14.09.2024 14:49	411 Maple St	Central	Hill City	NJ	7011	40.7350	-74.1724	111	45	Male	White	50	Male	White	Stranger	Knife	Street	Yes	Closed	Yes	No	Yes
166	Homicide	medium	25.09.2024 19:31	412 Oak Ave	Riverside	Hill City	NJ	7012	40.7380	-74.1700	112	37	Female	Black	36	Male	Black	Acquaintance	Gun	Home	Yes	Open	No	No	No
167	Manslaughter	low	03.10.2024 1:22	413 Pine Rd	Uptown	Hill City	NJ	7013	40.7405	-74.1685	113	29	Male	Hispanic	32	Male	Hispanic	Stranger	None	Business	Yes	Arrested	Yes	No	No
168	Kidnapping	medium	12.10.2024 13:55	414 Cedar Blvd	East End	Hill City	NJ	7014	40.7428	-74.1660	114				32	Male	Hispanic	Stranger	Blunt Object	Street	No	Open	No	Yes	Yes
169	Arson	low	27.10.2024 20:44	415 Birch Ln	West Side	Hill City	NJ	7015	40.7450	-74.1642	115	25	Female	White	27	Male	White	Stranger	Knife	Park	Yes	Closed	Yes	No	No
170	Vandalism	medium	06.11.2024 9:12	416 Spruce St	Downtown	Hill City	NJ	7016	40.7475	-74.1620	116	34	Male	Black	31	Male	Black	Acquaintance	None	Home	Yes	Arrested	No	No	No
171	Fraud	high	18.11.2024 23:58	417 Elm Ave	Harborview	Hill City	NJ	7017	40.7500	-74.1600	117	19	Female	Hispanic	22	Male	Hispanic	Stranger	Gun	Street	Yes	Open	Yes	No	Yes
172	Embezzlement	low	29.11.2024 7:46	418 Willow Rd	Greenfield	Hill City	NJ	7018	40.7525	-74.1580	118				25	Male	Asian	Domestic Partner	None	Home	Yes	Closed	Yes	Yes	No
173	Drug Possession	high	09.12.2024 15:29	419 Chestnut Blvd	Old Town	Hill City	NJ	7019	40.7550	-74.1560	119	28	Female	White	35	Male	Black	Stranger	Blunt Object	Business	Yes	Arrested	Yes	Yes	Yes
174	Drug Trafficking	medium	22.12.2024 21:18	420 Aspen Ln	Midtown	Hill City	NJ	7020	40.7575	-74.1540	120	31	Male	Black	29	Male	Hispanic	Acquaintance	None	Park	No	Open	Yes	No	No
175	Domestic Violence	low	31.12.2024 3:03	421 Maple St	Central	Oceanview	CA	90011	34.0522	-118.2437	121	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Knife	Street	Yes	Closed	No	No	No
176	Sexual Assault	medium	13.01.2024 18:42	422 Oak Ave	Riverside	Oceanview	CA	90012	34.0550	-118.2400	122	45	Male	White	50	Male	White	Stranger	Knife	Home	Yes	Open	Yes	No	Yes
177	Rape	low	26.01.2024 12:33	423 Pine Rd	Uptown	Oceanview	CA	90013	34.0575	-118.2380	123	37	Female	Black	36	Male	Black	Acquaintance	None	Business	Yes	Arrested	No	Yes	No
178	Human Trafficking	medium	07.02.2024 8:44	424 Cedar Blvd	East End	Oceanview	CA	90014	34.0600	-118.2350	124	29	Male	Hispanic	32	Male	Hispanic	Stranger	Gun	Street	No	Open	Yes	No	No
179	Stalking	high	20.02.2024 19:55	425 Birch Ln	West Side	Oceanview	CA	90015	34.0625	-118.2320	125				24	Male	Black	Stranger	None	Park	Yes	Closed	No	No	Yes
180	Cybercrime	low	04.03.2024 5:21	426 Spruce St	Downtown	Oceanview	CA	90016	34.0650	-118.2300	126				35	Male	Asian	Acquaintance	Blunt Object	Home	Yes	Arrested	Yes	No	No
181	Identity Theft	high	15.03.2024 11:39	427 Elm Ave	Harborview	Oceanview	CA	90017	34.0675	-118.2270	127	26	Female	Black	28	Female	Black	Domestic Partner	None	Street	Yes	Open	Yes	Yes	Yes
182	Bribery	medium	28.03.2024 22:50	428 Willow Rd	Greenfield	Oceanview	CA	90018	34.0700	-118.2250	128	39	Male	White	42	Male	White	Stranger	Knife	Home	Yes	Closed	Yes	Yes	No
183	Extortion	low	09.04.2024 6:17	429 Chestnut Blvd	Old Town	Oceanview	CA	90019	34.0725	-118.2220	129	30	Female	Hispanic	31	Male	Hispanic	Stranger	Gun	Business	Yes	Arrested	Yes	No	No
184	Public Intoxication	medium	23.04.2024 16:25	430 Aspen Ln	Midtown	Oceanview	CA	90020	34.0750	-118.2200	130				27	Male	Black	Acquaintance	None	Park	No	Open	No	No	Yes
185	Disorderly Conduct	low	05.05.2024 1:11	431 Maple St	Central	Summit City	TX	75011	32.7767	-96.7970	131	27	Female	Asian	29	Male	Asian	Domestic Partner	Blunt Object	Street	Yes	Closed	Yes	No	No
186	Trespassing	medium	18.05.2024 14:48	432 Oak Ave	Riverside	Summit City	TX	75012	32.7790	-96.7950	132	36	Male	White	40	Male	Black	Stranger	Knife	Home	Yes	Open	No	Yes	No
187	Weapons Violation	high	30.05.2024 20:37	433 Pine Rd	Uptown	Summit City	TX	75013	32.7815	-96.7930	133	23	Female	Hispanic	25	Female	Hispanic	Stranger	None	Business	Yes	Arrested	Yes	No	Yes
188	Hate Crime	low	11.06.2024 9:56	434 Cedar Blvd	East End	Summit City	TX	75014	32.7840	-96.7900	134				44	Male	Black	Acquaintance	Gun	Street	No	Open	No	No	No
189	Gang-Related Crime	high	24.06.2024 23:41	435 Birch Ln	West Side	Summit City	TX	75015	32.7865	-96.7880	135				30	Male	White	Stranger	None	Park	Yes	Closed	Yes	No	Yes
190	Traffic Violations	medium	06.07.2024 4:29	436 Spruce St	Downtown	Summit City	TX	75016	32.7890	-96.7860	136	32	Male	Asian	35	Male	Asian	Acquaintance	Blunt Object	Home	Yes	Arrested	Yes	Yes	No
191	DUI / DWI	low	19.07.2024 17:08	437 Elm Ave	Harborview	Summit City	TX	75017	32.7915	-96.7840	137	25	Female	Black	27	Male	Black	Domestic Partner	None	Street	Yes	Open	Yes	Yes	No
192	Animal Cruelty	medium	02.08.2024 12:55	438 Willow Rd	Greenfield	Summit City	TX	75018	32.7940	-96.7820	138	38	Male	White	41	Male	White	Stranger	Knife	Home	Yes	Closed	Yes	No	Yes
193	Illegal Gambling	low	15.08.2024 21:33	439 Chestnut Blvd	Old Town	Summit City	TX	75019	32.7965	-96.7800	139				31	Male	Hispanic	Stranger	Gun	Business	Yes	Arrested	No	No	No
194	Counterfeiting	medium	27.08.2024 7:44	440 Aspen Ln	Midtown	Summit City	TX	75020	32.7990	-96.7780	140	22	Male	Black	24	Male	Black	Acquaintance	None	Park	No	Open	Yes	No	No
195	Smuggling	high	10.09.2024 18:11	441 Maple St	Central	Sunshine City	FL	33111	25.7617	-80.1918	141	27	Female	White	30	Male	White	Domestic Partner	Blunt Object	Street	Yes	Closed	No	Yes	Yes
196	Prostitution	low	22.09.2024 23:50	442 Oak Ave	Riverside	Sunshine City	FL	33112	25.7640	-80.1890	142	35	Male	Asian	38	Male	Asian	Stranger	Knife	Home	Yes	Open	Yes	No	No
197	Blackmail	high	04.10.2024 5:18	443 Pine Rd	Uptown	Sunshine City	FL	33113	25.7665	-80.1860	143				33	Male	Black	Stranger	None	Business	Yes	Arrested	No	No	Yes
198	Kidnapping for Ransom	medium	16.10.2024 13:39	444 Cedar Blvd	East End	Sunshine City	FL	33114	25.7690	-80.1830	144				28	Male	White	Acquaintance	Gun	Street	No	Open	Yes	No	No
199	Cyberbullying	low	29.10.2024 19:28	445 Birch Ln	West Side	Sunshine City	FL	33115	25.7715	-80.1800	145	23	Female	Hispanic	25	Female	Hispanic	Domestic Partner	None	Park	Yes	Closed	Yes	Yes	No
200	Child Abuse	medium	10.11.2024 8:14	446 Spruce St	Downtown	Sunshine City	FL	33116	25.7740	-80.1770	146	40	Male	Black	42	Male	Black	Stranger	Knife	Home	Yes	Arrested	Yes	Yes	Yes
201	Theft	low	23.11.2024 22:45	447 Elm Ave	Harborview	Sunshine City	FL	33117	25.7765	-80.1740	147	29	Female	White	31	Male	White	Stranger	Gun	Street	Yes	Open	Yes	No	No
202	Burglary	medium	05.12.2024 3:33	448 Willow Rd	Greenfield	Sunshine City	FL	33118	25.7790	-80.1710	148	34	Male	Asian	37	Male	Asian	Acquaintance	None	Home	Yes	Closed	No	No	No
203	Robbery	high	18.12.2024 15:22	449 Chestnut Blvd	Old Town	Sunshine City	FL	33119	25.7815	-80.1680	149	28	Female	Black	30	Male	Black	Domestic Partner	Blunt Object	Business	Yes	Arrested	Yes	No	Yes
204	Assault	low	30.12.2024 20:59	450 Aspen Ln	Midtown	Sunshine City	FL	33120	25.7840	-80.1650	150				25	Male	White	Stranger	Knife	Park	No	Open	No	Yes	No
205	Aggravated Assault	high	01.01.2024 8:52	123 Maple St	Downtown	Metropolis	NY	10001	40.7128	-74.0060	1				40	Male	Hispanic	Stranger	None	Street	Yes	Closed	Yes	No	Yes
206	Homicide	medium	29.04.2024 4:49	456 Oak Ave	West Side	Metropolis	NY	10002	40.7150	-74.0150	2				33	Male	Black	Acquaintance	Gun	Home	Yes	Open	No	No	No
207	Manslaughter	low	01.01.2024 5:51	789 Pine Rd	East End	Metropolis	NY	10003	40.7200	-74.0005	3	25	Female	White	27	Male	White	Domestic Partner	None	Business	Yes	Arrested	Yes	No	No
208	Kidnapping	medium	17.11.2024 8:10	321 Cedar Blvd	Uptown	Metropolis	NY	10004	40.7255	-74.0120	4	36	Male	Asian	38	Male	Asian	Stranger	Blunt Object	Street	No	Open	Yes	Yes	Yes
209	Arson	low	21.01.2024 10:04	654 Birch Ln	Southside	Metropolis	NY	10005	40.7300	-74.0085	5	31	Female	Black	33	Male	Black	Stranger	None	Park	Yes	Closed	Yes	Yes	No
210	Vandalism	medium	15.05.2024 19:37	987 Spruce St	Midtown	Metropolis	NY	10006	40.7350	-74.0020	6	27	Male	White	30	Male	White	Acquaintance	Knife	Home	Yes	Arrested	Yes	No	No
211	Fraud	high	27.01.2024 0:41	246 Elm Ave	Riverside	Metropolis	NY	10007	40.7405	-74.0105	7				26	Female	Hispanic	Domestic Partner	Knife	Street	Yes	Open	No	No	Yes
212	Embezzlement	low	01.05.2024 18:08	135 Willow Rd	Old Town	Metropolis	NY	10008	40.7450	-74.0050	8				45	Male	Black	Stranger	None	Home	Yes	Closed	Yes	No	No
213	Drug Possession	high	26.04.2024 4:37	579 Chestnut Blvd	Harborview	Metropolis	NY	10009	40.7500	-74.0075	9	29	Female	White	32	Male	White	Stranger	Gun	Business	Yes	Arrested	No	Yes	Yes
214	Drug Trafficking	medium	24.02.2024 6:46	864 Aspen Ln	Greenfield	Metropolis	NY	10010	40.7550	-74.0030	10	33	Male	Asian	36	Male	Asian	Acquaintance	None	Park	No	Open	Yes	No	No
215	Domestic Violence	low	19.03.2024 8:55	103 Pine Rd	East End	Metropolis	NY	10003	40.7200	-74.0005	3	28	Female	Black	31	Male	Black	Domestic Partner	Blunt Object	Street	Yes	Closed	No	No	No
216	Sexual Assault	medium	01.01.2024 8:52	101 Maple St	Downtown	Metropolis	NY	10001	40.7128	-74.0060	1	23	Male	White	26	Male	White	Stranger	None	Home	Yes	Open	Yes	No	Yes
217	Rape	low	29.04.2024 4:49	102 Oak Ave	West Side	Metropolis	NY	10002	40.7150	-74.0150	2				40	Male	Hispanic	Stranger	Knife	Business	Yes	Arrested	Yes	Yes	No
218	Human Trafficking	medium	01.01.2024 5:51	103 Pine Rd	East End	Metropolis	NY	10003	40.7200	-74.0005	3	30	Male	Black	33	Male	Black	Acquaintance	Gun	Street	No	Open	Yes	Yes	No
219	Stalking	high	17.11.2024 8:10	104 Cedar Blvd	Uptown	Metropolis	NY	10004	40.7255	-74.0120	4	25	Female	White	28	Male	White	Domestic Partner	None	Park	Yes	Closed	Yes	No	Yes
220	Cybercrime	low	21.01.2024 10:04	105 Birch Ln	Southside	Metropolis	NY	10005	40.7300	-74.0085	5				39	Male	Asian	Stranger	Blunt Object	Home	Yes	Arrested	No	No	No
221	Identity Theft	high	15.05.2024 19:37	106 Spruce St	Midtown	Metropolis	NY	10006	40.7350	-74.0020	6	32	Female	Black	34	Male	Black	Stranger	Knife	Street	Yes	Open	Yes	No	Yes
222	Bribery	medium	27.01.2024 0:41	107 Elm Ave	Riverside	Metropolis	NY	10007	40.7405	-74.0105	7	26	Male	White	29	Male	White	Acquaintance	None	Home	Yes	Closed	No	Yes	No
223	Extortion	low	01.05.2024 18:08	108 Willow Rd	Old Town	Metropolis	NY	10008	40.7450	-74.0050	8	25	Female	White	27	Male	White	Stranger	Gun	Business	Yes	Arrested	Yes	No	No
224	Public Intoxication	medium	01.01.2024 8:52	109 Chestnut Blvd	Harborview	Metropolis	NY	10009	40.7500	-74.0075	9				27	Male	White	Stranger	None	Park	No	Open	No	No	Yes
225	Disorderly Conduct	low	29.04.2024 4:49	110 Aspen Ln	Greenfield	Metropolis	NY	10010	40.7550	-74.0030	10	34	Male	Black	31	Male	Black	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	No	No
226	Trespassing	medium	01.01.2024 5:51	111 Maple St	Downtown	Metropolis	NY	10011	40.7129	-74.0061	1	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	None	Home	Yes	Open	Yes	Yes	No
227	Weapons Violation	high	17.11.2024 8:10	112 Oak Ave	West Side	Metropolis	NY	10012	40.7151	-74.0151	2				24	Female	White	Stranger	Knife	Business	Yes	Arrested	Yes	Yes	Yes
228	Hate Crime	low	21.01.2024 10:04	113 Pine Rd	East End	Metropolis	NY	10013	40.7201	-74.0006	3				22	Female	White	Acquaintance	Gun	Street	No	Open	Yes	No	No
229	Gang-Related Crime	high	15.05.2024 19:37	114 Cedar Blvd	Uptown	Metropolis	NY	10014	40.7256	-74.0121	4	42	Male	Asian	40	Male	Asian	Stranger	None	Park	Yes	Closed	No	No	Yes
230	Traffic Violations	medium	27.01.2024 0:41	115 Birch Ln	Southside	Metropolis	NY	10015	40.7301	-74.0086	5				22	Male	Black	Stranger	Blunt Object	Home	Yes	Arrested	Yes	No	No
231	DUI / DWI	low	01.05.2024 18:08	116 Spruce St	Midtown	Metropolis	NY	10016	40.7351	-74.0021	6				24	Male	Hispanic	Acquaintance	Knife	Street	Yes	Open	No	Yes	No
232	Animal Cruelty	medium	26.04.2024 4:37	117 Elm Ave	Riverside	Metropolis	NY	10017	40.7406	-74.0106	7				22	Female	White	Stranger	None	Home	Yes	Closed	Yes	No	Yes
233	Illegal Gambling	low	24.02.2024 6:46	118 Willow Rd	Old Town	Metropolis	NY	10018	40.7451	-74.0051	8	28	Female	White	35	Male	White	Stranger	Gun	Business	Yes	Arrested	No	No	No
234	Counterfeiting	medium	03.01.2024 14:23	119 Chestnut Blvd	Harborview	Metropolis	NY	10019	40.7501	-74.0076	9	31	Male	Black	29	Male	Hispanic	Acquaintance	None	Park	No	Open	Yes	No	No
235	Smuggling	high	17.02.2024 9:12	120 Aspen Ln	Greenfield	Metropolis	NY	10020	40.7551	-74.0031	10	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Knife	Street	Yes	Closed	Yes	Yes	Yes
236	Prostitution	low	25.03.2024 22:45	121 Maple St	Downtown	Metropolis	NY	10021	40.7130	-74.0062	1				29	Male	Asian	Stranger	Gun	Home	Yes	Open	Yes	Yes	No
237	Blackmail	high	08.04.2024 6:58	122 Oak Ave	West Side	Metropolis	NY	10022	40.7152	-74.0152	2				23	Male	Black	Acquaintance	None	Business	Yes	Arrested	Yes	No	Yes
238	Kidnapping for Ransom	medium	19.05.2024 18:30	123 Pine Rd	East End	Metropolis	NY	10023	40.7202	-74.0007	3				33	Female	Hispanic	Stranger	Blunt Object	Street	No	Open	No	No	No
239	Cyberbullying	low	02.06.2024 11:15	124 Cedar Blvd	Uptown	Metropolis	NY	10024	40.7257	-74.0122	4	45	Male	White	50	Male	White	Stranger	Knife	Park	Yes	Closed	Yes	No	No
240	Child Abuse	medium	14.07.2024 23:50	125 Birch Ln	Southside	Metropolis	NY	10025	40.7302	-74.0087	5	37	Female	Black	36	Male	Black	Acquaintance	None	Home	Yes	Arrested	No	Yes	Yes
241	Theft	low	28.08.2024 7:40	126 Spruce St	Midtown	Metropolis	NY	10026	40.7352	-74.0022	6	29	Male	Hispanic	32	Male	Hispanic	Stranger	Gun	Street	Yes	Open	Yes	No	No
242	Burglary	medium	11.10.2024 16:05	127 Elm Ave	Riverside	Metropolis	NY	10027	40.7407	-74.0107	7				32	Male	Hispanic	Stranger	None	Home	Yes	Closed	No	No	No
243	Robbery	high	30.12.2024 20:22	128 Willow Rd	Old Town	Metropolis	NY	10028	40.7452	-74.0052	8	25	Female	White	27	Male	White	Stranger	Blunt Object	Business	Yes	Arrested	Yes	No	Yes
244	Assault	low	12.01.2024 8:42	129 Chestnut Blvd	Harborview	Metropolis	NY	10029	40.7502	-74.0077	9	34	Male	Black	31	Male	Black	Acquaintance	None	Park	No	Open	Yes	Yes	No
245	Aggravated Assault	high	03.03.2024 21:17	130 Aspen Ln	Greenfield	Metropolis	NY	10030	40.7552	-74.0032	10	19	Female	Hispanic	22	Male	Hispanic	Stranger	Knife	Street	Yes	Closed	Yes	Yes	Yes
246	Homicide	medium	27.05.2024 14:05	131 Maple St	Downtown	Metropolis	NY	10031	40.7131	-74.0063	1				25	Male	Asian	Domestic Partner	Knife	Home	Yes	Open	Yes	No	No
247	Manslaughter	low	15.07.2024 2:33	132 Oak Ave	West Side	Metropolis	NY	10032	40.7153	-74.0153	2	28	Female	White	35	Male	Black	Stranger	None	Business	Yes	Arrested	No	No	No
248	Kidnapping	medium	09.09.2024 19:48	133 Pine Rd	East End	Metropolis	NY	10033	40.7203	-74.0008	3	31	Male	Black	29	Male	Hispanic	Acquaintance	Gun	Street	No	Open	Yes	No	Yes
249	Arson	low	21.10.2024 11:12	134 Cedar Blvd	Uptown	Metropolis	NY	10034	40.7258	-74.0123	4	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	None	Park	Yes	Closed	No	Yes	No
250	Vandalism	medium	30.06.2024 23:55	135 Birch Ln	Southside	Metropolis	NY	10035	40.7303	-74.0088	5	45	Male	White	50	Male	White	Stranger	Blunt Object	Home	Yes	Arrested	Yes	No	No
251	Fraud	high	08.04.2024 16:28	136 Spruce St	Midtown	Metropolis	NY	10036	40.7353	-74.0023	6	37	Female	Black	36	Male	Black	Acquaintance	None	Street	Yes	Open	No	No	Yes
252	Embezzlement	low	17.11.2024 5:03	137 Elm Ave	Riverside	Metropolis	NY	10037	40.7408	-74.0108	7	29	Male	Hispanic	32	Male	Hispanic	Stranger	Knife	Home	Yes	Closed	Yes	No	No
253	Drug Possession	high	25.12.2024 13:47	138 Willow Rd	Old Town	Metropolis	NY	10038	40.7453	-74.0053	8				24	Male	Black	Stranger	Gun	Business	Yes	Arrested	Yes	Yes	Yes
254	Drug Trafficking	medium	05.01.2024 14:23	139 Chestnut Blvd	Harborview	Metropolis	NY	10039	40.7503	-74.0078	9				35	Male	Asian	Acquaintance	None	Park	No	Open	Yes	Yes	No
255	Domestic Violence	low	17.02.2024 9:15	140 Aspen Ln	Greenfield	Metropolis	NY	10040	40.7553	-74.0033	10	26	Female	Black	28	Female	Black	Domestic Partner	Blunt Object	Street	Yes	Closed	Yes	No	No
256	Sexual Assault	medium	23.03.2024 21:42	141 Maple St	Downtown	Metropolis	NY	10041	40.7132	-74.0064	1	39	Male	White	42	Male	White	Stranger	Knife	Home	Yes	Open	No	No	Yes
257	Rape	low	01.04.2024 6:50	142 Oak Ave	West Side	Metropolis	NY	10042	40.7154	-74.0154	2	30	Female	Hispanic	31	Male	Hispanic	Stranger	None	Business	Yes	Arrested	Yes	No	No
